Year,Distance,Fuel,Seller_Type,Transmission,Owner,Engine,Power,Seats,Price
2012,80350,Petrol,Individual,Manual,First,1497 cc,116 bhp @ 6600 rpm,5,375000
2013,102000,Diesel,Individual,Automatic,First,2143 cc,170 bhp @ 4200 rpm,5,975000
2016,48200,Petrol,Individual,Manual,Second,1197 cc,83 bhp @ 6000 rpm,5,450000
2015,55000,Diesel,Individual,Manual,Second,1248 cc,74 bhp @ 4000 rpm,5,459999
2020,14000,Hybrid,Individual,Automatic,First,2487 cc,176 bhp @ 5700 rpm,5,5200000
2020,25000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,700000
2020,20124,Petrol,Individual,Manual,First,999 cc,109 bhp @ 5000 rpm,5,1025000
2015,55660,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,380000
2015,94580,Petrol,Individual,Automatic,First,1798 cc,177 bhp @ 4500 rpm,5,819999
2015,45000,Petrol,Individual,Automatic,Second,1991 cc,181 bhp @ 5500 rpm,5,1691000
2019,10000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,5200000
2016,57000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,725000
2021,45000,CNG,Individual,Manual,First,1197 cc,68 bhp @ 6000 rpm,5,725000
2011,90342,CNG,Individual,Manual,Second,796 cc,39 bhp @ 6200 rpm,5,155000
2022,1000,Petrol,Individual,Manual,First,1199 cc,89 bhp @ 6000 rpm,5,700000
2011,135000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,235000
2014,123000,Diesel,Individual,Manual,Second,2982 cc,169 bhp @ 3600 rpm,7,1975000
2012,47531,Diesel,Individual,Manual,First,2179 cc,140 bhp @ 3750 rpm,7,810000
2019,79000,Diesel,Individual,Manual,Second,1493 cc,113 bhp @ 4000 rpm,5,1350000
2011,95000,Diesel,Individual,Manual,First,2179 cc,120 bhp @ 4000 rpm,8,450000
2011,53000,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 6000 rpm,5,250000
2020,30000,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,819999
2017,65000,Diesel,Individual,Automatic,First,2755 cc,174 bhp @ 3400 rpm,7,2690000
2018,440000,Diesel,Individual,Automatic,First,1582 cc,126 bhp @ 4000 rpm,5,1240000
2016,63088,Petrol,Individual,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,790000
2008,62000,Petrol,Individual,Manual,Second,1086 cc,67@5500,5,150000
2011,80000,Diesel,Individual,Manual,Third,1991 cc,150@4000,5,400000
2020,29000,Diesel,Individual,Automatic,First,2993 cc,262 bhp @ 4000 rpm,5,8300000
2020,2600,Diesel,Individual,Automatic,First,1969 cc,187 bhp @ 4250 rpm,5,6000000
2014,81000,Diesel,Individual,Manual,First,1120 cc,71 bhp @ 4000 rpm,5,390000
2011,73000,Petrol,Individual,Manual,First,1591 cc,121 bhp @ 6300 rpm,5,385000
2019,34000,Diesel,Individual,Automatic,First,3198 cc,197 bhp @ 3000 rpm,7,3650000
2013,36623,Petrol,Individual,Manual,First,1591 cc,121 bhp @ 6300 rpm,5,547000
2018,30000,Petrol,Individual,Automatic,First,1591 cc,122 bhp @ 6400 rpm,5,1295000
2022,5000,Petrol,Individual,Manual,First,,,5,570000
2014,80121,Petrol,Individual,Automatic,Second,,,,844999
2011,64000,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 6000 rpm,5,250000
2019,39000,Petrol,Individual,Automatic,Second,1798 cc,138 bhp @ 6400 rpm,5,1670000
2017,70000,Diesel,Individual,Manual,Second,1248 cc,89 bhp @ 4000 rpm,5,890000
2019,36000,Diesel,Individual,Automatic,Second,1968 cc,141 bhp @ 3500 rpm,5,2380000
2018,40000,Petrol,Individual,Automatic,First,1197 cc,82 bhp @ 6000 rpm,5,775000
2022,1102,Petrol,Individual,Manual,UnRegistered Car,,,,7050000
2014,62000,Diesel,Individual,Manual,First,1498 cc,89 bhp @ 4200 rpm,5,500000
2011,97000,Diesel,Individual,Automatic,First,2143 cc,207@4200,5,675000
2014,43550,Petrol,Individual,Manual,First,1198 cc,74 bhp @ 5400 rpm,5,525000
2019,28000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3750 rpm,5,850000
2018,47874,Petrol,Individual,Manual,First,999 cc,67 bhp @ 5500 rpm,5,390000
2018,87001,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,965000
2013,72000,Diesel,Individual,Automatic,First,2696 cc,184 bhp @ 4000 rpm,7,975000
2019,59000,Diesel,Individual,Automatic,First,1995 cc,184 bhp @ 4000 rpm,5,3025000
2012,143477,Diesel,Individual,Manual,Second,2494 cc,102@5600,7,650000
2014,85900,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 3500 rpm,5,1390000
2022,10000,Petrol,Individual,Automatic,First,1197 cc,89 bhp @ 6000 rpm,5,950000
2018,47000,Diesel,Individual,Automatic,First,2967 cc,245 bhp @ 2910 rpm,7,5900000
2014,55000,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,409999
2017,69508,Diesel,Individual,Manual,Second,1498 cc,109 bhp @ 4000 rpm,5,575000
2022,2500,Diesel,Individual,Manual,First,1498 cc,98 bhp @ 3600 rpm,5,1450000
2010,64000,Petrol,Individual,Manual,First,1586 cc,102@5500,5,185000
2014,53089,Petrol,Individual,Automatic,Second,1796 cc,186 bhp @ 5600 rpm,5,1650000
2018,90000,Petrol,Individual,Automatic,First,1462 cc,103 bhp @ 6000 rpm,5,823000
2021,23000,Diesel,Individual,Manual,First,1956 cc,168 bhp @ 3750 rpm,5,2095000
2012,55000,Petrol,Individual,Manual,First,998 cc,68@6200,5,350000
2016,64000,Diesel,Individual,Manual,Second,1186 cc,74 bhp @ 4000 rpm,5,335000
2020,52236,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,649000
2013,76000,Petrol,Individual,Manual,First,1497 cc,116 bhp @ 6600 rpm,5,400000
2020,19000,Petrol,Individual,Automatic,First,1998 cc,248 bhp @ 5200 rpm,5,5500000
2013,97000,Diesel,Individual,Manual,First,2982 cc,169 bhp @ 3600 rpm,7,1375000
2018,76000,Diesel,Individual,Automatic,First,1582 cc,126 bhp @ 4000 rpm,5,1190000
2021,15000,Diesel,Individual,Manual,First,1956 cc,168 bhp @ 3750 rpm,5,1930000
2015,98000,Diesel,Individual,Manual,First,2494 cc,101 bhp @ 3600 rpm,7,990000
2017,36597,Petrol,Individual,Manual,Second,1197 cc,82 bhp @ 6000 rpm,5,725000
2022,500,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,6100000
2015,48000,Petrol,Individual,Manual,First,1373 cc,91 bhp @ 6000 rpm,5,575000
2016,55000,Diesel,Individual,Automatic,Second,1999 cc,177 bhp @ 4000 rpm,7,3200000
2022,16000,Diesel,Individual,Automatic,First,2393 cc,148 bhp @ 3400 rpm,7,2850000
2016,53000,Petrol,Individual,Manual,First,1373 cc,94 bhp @ 6000 rpm,7,725000
2013,35000,Diesel,Individual,Manual,First,1461 cc,85 bhp @ 3750 rpm,5,380000
2014,50000,Petrol,Individual,Automatic,First,1199 cc,89 bhp @ 6000 rpm,5,434999
2016,52600,Petrol,Individual,Manual,First,1198 cc,74 bhp @ 5400 rpm,5,425000
2020,25000,Petrol,Individual,Manual,First,1199 cc,89 bhp @ 6000 rpm,5,675000
2014,74000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,399000
2015,85000,Diesel,Individual,Automatic,First,1498 cc,103 bhp @ 4400 rpm,5,685000
2011,28000,Petrol,Individual,Manual,First,,,,265000
2021,35000,Petrol,Corporate,Manual,First,1598 cc,103 bhp @ 5250 rpm,5,940000
2021,17000,Petrol,Individual,Automatic,First,2999 cc,362 bhp @ 5500 rpm,7,13100000
2016,57000,Diesel,Individual,Automatic,First,1968 cc,174 bhp @ 4200 rpm,5,2690000
2021,10000,Petrol,Corporate,Manual,First,1497 cc,117 bhp @ 6600 rpm,5,1255000
2009,63300,Diesel,Individual,Automatic,First,2967 cc,240@4000,5,825000
2014,46000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,390000
2014,64000,Diesel,Individual,Manual,Second,1582 cc,126 bhp @ 4000 rpm,5,525000
2022,4600,Petrol,Individual,Automatic,First,1984 cc,188 bhp @ 4200 rpm,5,3450000
2018,23000,Diesel,Individual,Automatic,First,2143 cc,134 bhp @ 3600 rpm,5,2825000
2017,144933,Diesel,Individual,Manual,First,2179 cc,138 bhp @ 3750 rpm,7,1090000
2009,80000,Petrol,Individual,Manual,First,1497 cc,118@6600,5,275000
2015,32545,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 5600 rpm,5,434999
2019,31000,Diesel,Individual,Automatic,First,1995 cc,182 bhp @ 4000 rpm,5,2089999
2015,50000,Diesel,Individual,Manual,Second,1248 cc,74 bhp @ 4000 rpm,5,500000
2015,65000,Diesel,Individual,Manual,Second,1248 cc,74 bhp @ 4000 rpm,5,400000
2012,26000,Petrol,Individual,Manual,First,1086 cc,68 bhp @ 5500 rpm,5,225000
2021,27000,Diesel,Individual,Manual,First,1497 cc,115 bhp @ 3750 rpm,5,965000
2017,62000,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,825000
2012,17000,Petrol,Individual,Manual,First,1086 cc,62 bhp @ 5500 rpm,5,254999
2015,39234,Diesel,Individual,Manual,Second,2523 cc,63 bhp @ 3200 rpm,7,525000
2013,72000,Diesel,Individual,Manual,First,1498 cc,89 bhp @ 3750 rpm,5,285000
2011,41215,Diesel,Individual,Manual,First,936 cc,58 bhp @ 4000 rpm,5,229999
2020,16519,Petrol,Corporate,Automatic,First,1969 cc,187 bhp @ 5000 rpm,5,4400000
2011,51000,Petrol,Individual,Manual,Second,998 cc,67 bhp @ 6200 rpm,5,200000
2019,74179,Diesel,Individual,Automatic,First,1248 cc,89 bhp @ 4000 rpm,5,1011000
2020,13000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,6500000
2019,31056,Diesel,Individual,Manual,First,1598 cc,118 bhp @ 3750 rpm,5,1063000
2016,49148,Petrol,Individual,Automatic,Second,1373 cc,94 bhp @ 6000 rpm,7,675000
2021,13000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,7475000
2021,19000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,7000000
2015,152000,Diesel,Individual,Automatic,First,1968 cc,174 bhp @ 4200 rpm,5,2175000
2015,59000,Petrol,Individual,Automatic,First,1497 cc,117 bhp @ 6600 rpm,5,690000
2016,32000,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 3500 rpm,5,1525000
2011,72000,Petrol,Individual,Automatic,First,2354 cc,178 bhp @ 6500 rpm,5,475000
2017,80000,Diesel,Individual,Automatic,First,1582 cc,126 bhp @ 4000 rpm,5,1123000
2019,21894,Petrol,Individual,Automatic,First,1462 cc,103 bhp @ 6000 rpm,7,990000
2018,21000,Diesel,Individual,Automatic,First,2993 cc,258 bhp @ 4000 rpm,5,5250000
2015,63587,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,515000
2019,32000,Petrol,Individual,Automatic,First,1462 cc,103 bhp @ 6000 rpm,5,850000
2018,53694,Diesel,Individual,Manual,Second,1248 cc,89 bhp @ 4000 rpm,5,865000
2009,140000,Diesel,Individual,Manual,Second,1248 cc,75@4000,5,365000
2015,91100,Diesel,Individual,Automatic,First,2987 cc,258 bhp @ 3600 rpm,7,3390000
2014,58000,Diesel,Individual,Automatic,Second,1968 cc,177 bhp @ 3750 rpm,5,1450000
2012,76148,Diesel,Individual,Manual,First,1396 cc,90@4000,5,434999
2015,104000,Diesel,Individual,Manual,First,2523 cc,75 bhp @ 3200 rpm,8,650000
2013,50000,Diesel,Individual,Automatic,First,1968 cc,177 bhp @ 4200 rpm,5,1175000
2017,56000,Petrol,Individual,Manual,First,814 cc,55 bhp @ 5500 rpm,5,325000
2014,48000,Diesel,Individual,Manual,First,1461 cc,84 bhp @ 3750 rpm,5,525000
2021,23000,Petrol,Individual,Manual,First,1462 cc,103 bhp @ 6000 rpm,7,1225000
2021,5600,Diesel,Individual,Automatic,UnRegistered Car,1950 cc,147 bhp @ 3400 rpm,5,4200000
2015,33000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,550000
2019,58900,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,1275000
2019,65000,Diesel,Individual,Manual,First,,,5,1585000
2012,222000,Diesel,Individual,Manual,First,2494 cc,102@5600,7,960000
2016,20000,Diesel,Individual,Automatic,First,1999 cc,177 bhp @ 4000 rpm,7,3900000
2019,32000,Petrol,Individual,Manual,First,799 cc,53 bhp @ 5678 rpm,5,434999
2017,62000,Diesel,Individual,Manual,First,2523 cc,63 bhp @ 3200 rpm,7,650000
2017,71000,Petrol,Individual,Manual,First,1373 cc,94 bhp @ 6000 rpm,7,775000
2008,61000,Petrol,Individual,Automatic,Third,1197 cc,80@5200,5,185000
2011,42152,Petrol,Corporate,Manual,First,,,,204999
2017,29000,Petrol,Individual,Manual,First,1197 cc,81 bhp @ 6000 rpm,5,560000
2014,158690,Diesel,Individual,Manual,Second,2494 cc,100 bhp @ 3600 rpm,7,1000000
2016,61000,Diesel,Individual,Automatic,First,2987 cc,255 bhp @ 3400 rpm,5,5000000
2016,92000,Diesel,Individual,Manual,Second,1248 cc,89 bhp @ 4000 rpm,5,635000
2020,42000,Petrol,Individual,Manual,First,1197 cc,89 bhp @ 6000 rpm,5,650000
2019,60969,Petrol,Individual,Manual,First,1198 cc,67 bhp @ 5000 rpm,5,345000
2017,93000,Diesel,Individual,Manual,First,2179 cc,140 bhp @ 3750 rpm,7,865000
2014,100000,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 4200 rpm,5,1380000
2018,31000,Petrol,Individual,Manual,First,1373 cc,91 bhp @ 6000 rpm,5,585000
2020,55000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,690000
2018,68320,CNG,Individual,Manual,First,998 cc,58 bhp @ 6200 rpm,5,380000
2018,65000,Diesel,Individual,Manual,First,2179 cc,154 bhp @ 4000 rpm,7,850000
2013,95000,Diesel,Individual,Manual,Second,2982 cc,169 bhp @ 3600 rpm,7,1750000
2013,85785,Diesel,Individual,Manual,Second,1248 cc,73 bhp @ 4000 rpm,5,275000
2018,38000,Petrol,Individual,Manual,First,1598 cc,103 bhp @ 5250 rpm,5,690000
2020,12905,Petrol,Individual,Manual,First,998 cc,118 bhp @ 6000 rpm,5,1130000
2019,26000,Diesel,Individual,Automatic,First,2755 cc,172 bhp @ 3400 rpm,7,2295000
2021,9000,Petrol,Individual,Automatic,First,1332 cc,161 bhp @ 5500 rpm,5,4100000
2018,65000,Diesel,Individual,Manual,Second,1497 cc,108 bhp @ 3750 rpm,5,725000
2019,48000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,595000
2011,91000,Petrol,Individual,Manual,First,1197 cc,79 bhp @ 6000 rpm,5,290000
2011,84873,Petrol,Individual,Manual,Second,,,,350000
2022,15000,Petrol,Individual,Automatic,First,1995 cc,268 bhp @ 5150 rpm,5,6100000
2020,52000,Diesel,Individual,Manual,First,1497 cc,115 bhp @ 3750 rpm,5,1080000
2013,90000,Diesel,Individual,Manual,Third,1364 cc,68 bhp @ 3600 rpm,5,299000
2018,58000,Petrol + CNG,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,575000
2014,67000,Petrol,Individual,Automatic,First,1198 cc,87 bhp @ 6000 rpm,5,390000
2015,67000,Diesel,Individual,Manual,First,2179 cc,120 bhp @ 4000 rpm,8,875000
2021,37556,Diesel,Individual,Manual,First,1396 cc,89 bhp @ 4000 rpm,5,1175000
2012,54000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6200 rpm,5,260000
2019,42000,Petrol,Individual,Manual,First,1198 cc,87 bhp @ 6000 rpm,5,650000
2017,55000,Petrol,Individual,Manual,First,1198 cc,74 bhp @ 5400 rpm,5,625000
2019,23952,Diesel,Individual,Manual,First,1956 cc,169 bhp @ 3750 rpm,5,1725000
2015,92000,CNG,Individual,Manual,Second,998 cc,58 bhp @ 6200 rpm,5,299000
2013,34000,Petrol,Individual,Automatic,First,1197 cc,79 bhp @ 6000 rpm,5,375000
2020,44300,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,639000
2015,65000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,591000
2018,102000,Diesel,Individual,Automatic,First,2143 cc,201 bhp @ 3800 rpm,5,4200000
2009,110000,Petrol,Individual,Automatic,First,1497 cc,118@6600,5,250000
2021,11000,Petrol,Individual,Manual,First,1497 cc,113 bhp @ 6300 rpm,5,1399000
2020,39000,CNG,Individual,Manual,First,1197 cc,68 bhp @ 6000 rpm,5,740000
2009,65000,Petrol,Individual,Manual,Second,1086 cc,67@5500,5,175000
2019,42500,Diesel,Individual,Automatic,First,1995 cc,184 bhp @ 4000 rpm,5,3750000
2013,80000,Diesel,Individual,Automatic,Second,2993 cc,258 bhp @ 4000 rpm,5,1600000
2013,25200,Petrol,Individual,Manual,First,998 cc,68@6200,5,285000
2017,132683,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,250000
2017,81000,Diesel,Individual,Manual,First,1461 cc,84 bhp @ 3750 rpm,5,625000
2011,58888,Petrol,Individual,Manual,Second,,,,190000
2019,30000,Diesel,Individual,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,4800000
2015,50599,Petrol,Individual,Manual,Second,1197 cc,85 bhp @ 6000 rpm,5,575000
2017,29000,Diesel,Individual,Automatic,Second,1995 cc,184 bhp @ 4000 rpm,5,2800000
2018,23000,Petrol,Individual,Automatic,First,1199 cc,89 bhp @ 6000 rpm,5,785000
2019,50000,Diesel,Individual,Automatic,First,2179 cc,188 bhp @ 3500 rpm,7,4575000
2016,84878,Diesel,Individual,Automatic,Second,1968 cc,174 bhp @ 4200 rpm,5,1950000
2019,31000,Diesel,Individual,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,4800000
2019,71063,Diesel,Individual,Manual,First,2393 cc,148 bhp @ 3400 rpm,8,1998999
2016,69001,Petrol,Individual,Manual,First,1499 cc,110 bhp @ 6300 rpm,5,475000
2014,62000,Diesel,Individual,Manual,Second,1582 cc,126 bhp @ 4000 rpm,5,415000
2012,82000,Diesel,Individual,Manual,First,1336 cc,89 bhp @ 4000 rpm,5,375000
2011,49200,Petrol,Individual,Manual,First,1496 cc,80 bhp @ 5600 rpm,5,300000
2021,8000,Petrol,Individual,Manual,Second,1997 cc,150 bhp @ 5000 rpm,4,1500000
2019,58000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,5,975000
2015,64000,Petrol,Individual,Manual,First,998 cc,67 bhp @ 6000 rpm,5,370000
2012,48568,Petrol,Individual,Manual,First,1086 cc,68 bhp @ 5500 rpm,5,250000
2014,66500,Diesel,Individual,Automatic,First,2993 cc,271 bhp @ 4000 rpm,5,3150000
2018,58590,Diesel,Individual,Manual,First,2179 cc,153 bhp @ 3750 rpm,7,1115000
2009,59000,Petrol,Individual,Manual,Second,1086 cc,67@5500,5,130000
2013,47000,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,299000
2014,40000,Petrol,Individual,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,300000
2021,13092,Petrol,Individual,Automatic,First,1984 cc,188 bhp @ 4200 rpm,5,3325000
2016,57057,Diesel,Individual,Automatic,First,1968 cc,177 bhp @ 4200 rpm,5,1950000
2015,90000,Diesel,Individual,Manual,First,1248 cc,74 bhp @ 4000 rpm,5,500000
2015,45000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,595000
2018,44000,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,484999
2021,17000,Diesel,Individual,Manual,First,2184 cc,130 bhp @ 3750 rpm,4,1700000
2019,50860,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,579000
2020,20000,Diesel,Individual,Automatic,First,1996 cc,168 bhp @ 3500 rpm,7,3800000
2018,51000,Diesel,Individual,Automatic,First,2755 cc,174 bhp @ 3400 rpm,7,3290000
2018,24000,Diesel,Individual,Automatic,First,1950 cc,192 bhp @ 3800 rpm,5,4250000
2017,34908,Petrol,Corporate,Manual,First,1197 cc,83 bhp @ 6000 rpm,5,535000
2017,67000,Diesel,Individual,Automatic,First,1461 cc,108 bhp @ 3900 rpm,5,775000
2014,19000,Petrol,Individual,Automatic,Second,998 cc,67 bhp @ 6000 rpm,5,345000
2019,30600,Petrol,Corporate,Automatic,First,1984 cc,227 bhp @ 5500 rpm,5,3400000
2018,49500,Diesel,Individual,Automatic,First,1995 cc,188 bhp @ 4000 rpm,5,4500000
2016,18800,Petrol,Individual,Manual,First,1199 cc,89 bhp @ 6000 rpm,5,525000
2016,100000,Petrol,Individual,Manual,First,1197 cc,82 bhp @ 6000 rpm,5,650000
2017,50050,Petrol,Individual,Automatic,First,1591 cc,122 bhp @ 6400 rpm,5,1074000
2021,14000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,1750000
2014,55000,Diesel,Individual,Manual,Second,1461 cc,84 bhp @ 3750 rpm,5,590000
2018,23000,Petrol,Individual,Automatic,First,4951 cc,396 bhp @ 6500 rpm,4,7990000
2020,35000,Diesel,Individual,Manual,First,1493 cc,113 bhp @ 4000 rpm,5,1725000
2019,20734,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,630000
2020,15200,Diesel,Individual,Automatic,First,1950 cc,241 bhp @ 4200 rpm,5,6975000
2013,83000,Diesel,Individual,Manual,First,2982 cc,169 bhp @ 3600 rpm,7,1375000
2014,75000,Diesel,Individual,Manual,First,1498 cc,99 bhp @ 3600 rpm,5,425000
2019,42794,Diesel,Individual,Automatic,First,2755 cc,172 bhp @ 3400 rpm,8,2196000
2020,40000,Diesel,Corporate,Automatic,First,1950 cc,161 bhp @ 4200 rpm,6,6300000
2008,41000,Petrol,Individual,Manual,First,796 cc,47@6200,5,200000
2009,72256,Petrol,Individual,Manual,First,1497 cc,118@6600,5,250000
2018,17300,Diesel,Individual,Automatic,First,1968 cc,141 bhp @ 3500 rpm,5,2950000
2017,68000,Diesel,Individual,Manual,First,2179 cc,120 bhp @ 4000 rpm,8,985000
2019,43600,Petrol,Individual,Automatic,First,998 cc,118 bhp @ 6000 rpm,5,750000
2018,43000,Petrol,Individual,Manual,First,998 cc,67.7 bhp @ 6200 rpm,5,450000
2021,17283,Petrol,Individual,Manual,First,1462 cc,103 bhp @ 6000 rpm,5,849000
2014,59000,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,430000
2017,88000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,7,740000
2015,19000,Petrol,Individual,Automatic,First,1991 cc,181 bhp @ 5500 rpm,5,1975000
2021,9500,Petrol,Individual,Automatic,First,2998 cc,335 bhp @ 5500 rpm,6,12500000
2018,36000,Petrol,Individual,Automatic,First,1591 cc,122 bhp @ 6400 rpm,5,1260000
2017,32000,Petrol,Individual,Manual,First,799 cc,53 bhp @ 5678 rpm,5,250000
2018,53300,Petrol,Individual,Automatic,First,1591 cc,121 bhp @ 6400 rpm,5,975000
2022,1,Petrol,Individual,Automatic,UnRegistered Car,1984 cc,188 bhp @ 4200 rpm,5,4151000
2020,32005,Diesel,Individual,Automatic,Second,1995 cc,184 bhp @ 4000 rpm,5,3250000
2018,35000,Diesel,Individual,Automatic,First,3198 cc,197 bhp @ 3000 rpm,7,3450000
2022,18223,Petrol,Individual,Automatic,First,1998 cc,248 bhp @ 5200 rpm,5,6680000
2016,92000,Diesel,Individual,Manual,Second,1493 cc,84 bhp @ 3750 rpm,7,600000
2019,22000,Petrol,Individual,Automatic,Second,1999 cc,150 bhp @ 6200 rpm,5,1465000
2014,62000,Petrol,Individual,Manual,First,1591 cc,121 bhp @ 6300 rpm,5,475000
2022,4000,Petrol,Individual,Automatic,Second,999 cc,71 bhp @ 6250 rpm,5,1000000
2016,72000,Diesel,Individual,Automatic,First,2755 cc,172 bhp @ 3400 rpm,7,1850000
2015,60798,Petrol,Individual,Manual,First,1373 cc,91 bhp @ 6000 rpm,5,570000
2016,20000,Petrol,Individual,Automatic,First,1591 cc,121 bhp @ 6300 rpm,5,770000
2019,18000,Petrol,Individual,Automatic,First,1497 cc,117 bhp @ 6600 rpm,5,1040000
2014,78000,Diesel,Individual,Manual,Second,2179 cc,120 bhp @ 4000 rpm,8,675000
2014,52000,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,450000
2022,10000,Petrol,Individual,Manual,First,1197 cc,89 bhp @ 6000 rpm,5,800000
2021,32000,Diesel,Individual,Manual,First,2179 cc,154 bhp @ 4000 rpm,7,2200000
2015,138000,Diesel,Individual,Manual,First,2179 cc,138 bhp @ 3750 rpm,7,1075000
2018,84500,Diesel,Individual,Manual,Third,1248 cc,74 bhp @ 4000 rpm,5,560000
2016,47000,Petrol,Individual,Manual,Second,1197 cc,81 bhp @ 6000 rpm,5,450000
2018,20000,Diesel,Individual,Automatic,First,1969 cc,190 bhp @ 4250 rpm,5,4175000
2022,0,Petrol,Individual,Automatic,UnRegistered Car,1998 cc,228 bhp @ 5200 rpm,4,5200000
2018,73000,Diesel,Individual,Manual,First,1582 cc,126 bhp @ 4000 rpm,5,810000
2011,72000,Petrol,Individual,Automatic,First,4663 cc,453 bhp @ 5250 rpm,4,1875000
2015,42000,Petrol,Individual,Automatic,First,1198 cc,87 bhp @ 6000 rpm,5,520000
2021,9000,Diesel,Individual,Automatic,First,1950 cc,241 bhp @ 4200 rpm,5,8900000
2015,33000,Diesel,Individual,Automatic,First,,,,5590000
2015,36528,Diesel,Individual,Manual,Third,1248 cc,74 bhp @ 4000 rpm,5,425000
2012,30000,Petrol,Individual,Manual,First,1197 cc,85 bhp @ 6000 rpm,5,325000
2021,17000,Petrol,Individual,Automatic,First,1451 cc,141 bhp @ 5000 rpm,5,1889999
2016,79000,Diesel,Individual,Automatic,First,2400 cc,215 bhp @ 4000 rpm,5,1950000
2019,15087,Diesel,Corporate,Automatic,First,1995 cc,190 bhp @ 4000 rpm,5,5300000
2018,41000,Diesel,Individual,Manual,First,2523 cc,75 bhp @ 3200 rpm,8,950000
2021,32500,Diesel,Individual,Automatic,First,1969 cc,232 bhp @ 4250 rpm,7,8500000
2015,61000,Diesel,Individual,Automatic,Second,1968 cc,190 bhp @ 3800 rpm,5,1975000
2017,85000,Diesel,Individual,Automatic,First,2143 cc,201 bhp @ 3800 rpm,5,4200000
2019,55000,Diesel,Individual,Automatic,Second,1950 cc,192 bhp @ 3800 rpm,5,3500000
2017,45000,Petrol,Individual,Manual,UnRegistered Car,999 cc,67 bhp @ 5500 rpm,5,375000
2016,58000,Diesel,Individual,Automatic,First,2143 cc,134 bhp @ 3600 rpm,5,1825000
2021,4400,Petrol,Individual,Automatic,First,1997 cc,150 bhp @ 5000 rpm,4,1710000
2014,35000,Petrol,Individual,Automatic,First,998 cc,67 bhp @ 6000 rpm,5,375000
2016,22346,Petrol,Individual,Manual,First,796 cc,47 bhp @ 6000 rpm,5,285000
2021,23280,Petrol,Individual,Manual,Second,1997 cc,150 bhp @ 5000 rpm,6,1850000
2013,72000,Diesel,Individual,Manual,First,1248 cc,89 bhp @ 4000 rpm,7,621000
